cmm_code,common_description,material_family,governance_status,member_count,cpse_count,consuming_cpses,primary_uom,total_annual_consumption,avg_consumption_per_member,plant_count,dominant_plant
CMM-INSTRU-28A277-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,1190,1190.0,1,Mathura Refinery
CMM-INSTRU-29D6B2-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,13895,13895.0,1,Haldia Refinery
CMM-INSTRU-2A021A-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,14637,14637.0,1,Mumbai Refinery
CMM-INSTRU-2A3760-001,INSTRUMENTATION | SS 316 | 4-20 MA | ISA 75.01,INSTRUMENTATION,VERIFIED_HARMONIZED,2,2,NTPC;SAIL,NOS,25881,12940.5,2,Dadri Plant
CMM-INSTRU-2A4F7B-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,9346,9346.0,1,Bhatinda Refinery
CMM-INSTRU-2B3635-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,7367,7367.0,1,Rajahmundry Asset
CMM-INSTRU-2B591E-001,INSTRUMENTATION | SS 316 | 0-100 BAR | ISA 75.01,INSTRUMENTATION,AMBIGUOUS_REVIEW_REQUIRED,10,7,BHEL;Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,NOS,69124,6912.4,10,Uran Plant
CMM-INSTRU-2BA489-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,14972,14972.0,1,Dadri Plant
CMM-INSTRU-2CF9D0-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,9756,9756.0,1,Mathura Refinery
CMM-INSTRU-30F87D-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,10266,10266.0,1,Haldia Refinery
CMM-INSTRU-31164A-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,7343,7343.0,1,Bhatinda Refinery
CMM-INSTRU-31BA4A-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,2753,2753.0,1,Mathura Refinery
CMM-INSTRU-325A21-001,INSTRUMENTATION | POLYCARBONATE | 0-500 DEG C | IEC 60529,INSTRUMENTATION,VERIFIED_HARMONIZED,2,2,BHEL;IOCL,NOS,14964,7482.0,2,Bhopal Complex
CMM-INSTRU-34E917-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,6065,6065.0,1,Gujarat Refinery
CMM-INSTRU-35893A-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,6292,6292.0,1,Mumbai Refinery
CMM-INSTRU-35F2E5-001,INSTRUMENTATION | SS 304 | 0-100 BAR | ISA 75.01,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,11818,11818.0,1,Singrauli STPS
CMM-INSTRU-361F41-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,4509,4509.0,1,Ankleshwar Asset
CMM-INSTRU-3688F6-001,INSTRUMENTATION | POLYCARBONATE | 0-100 BAR | ASME B40.100,INSTRUMENTATION,AMBIGUOUS_REVIEW_REQUIRED,8,6,BHEL;Coal India;HPCL;NMDC;ONGC;SAIL,NOS,79443,9930.38,8,Bhatinda Refinery
CMM-INSTRU-3717F9-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,14102,14102.0,1,Vindhyachal STPS
CMM-INSTRU-37E984-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,10094,10094.0,1,Bhatinda Refinery
CMM-INSTRU-38AF26-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,4971,4971.0,1,Vindhyachal STPS
CMM-INSTRU-39CF5A-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,12590,12590.0,1,Mathura Refinery
CMM-INSTRU-3A53FA-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,14133,14133.0,1,Gujarat Refinery
CMM-INSTRU-3B81E6-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,4763,4763.0,1,Sivasagar Asset
CMM-INSTRU-3CF0AA-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,5931,5931.0,1,Dadri Plant
CMM-INSTRU-3DE2D9-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,11179,11179.0,1,Visakh Refinery
CMM-INSTRU-3E1411-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,14498,14498.0,1,Mathura Refinery
CMM-INSTRU-40C5B3-001,INSTRUMENTATION | BRASS | 1/2 IN NPT | ASME B40.100,INSTRUMENTATION,VERIFIED_HARMONIZED,4,4,BHEL;Coal India;HPCL;NMDC,NOS,34785,8696.25,4,Ranipet Complex
CMM-INSTRU-43CEC1-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,837,837.0,1,Panipat Refinery
CMM-INSTRU-441159-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,4711,4711.0,1,Bhatinda Refinery
CMM-INSTRU-450866-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,5555,5555.0,1,Mathura Refinery
CMM-INSTRU-472245-001,INSTRUMENTATION | POLYCARBONATE | 0-100 BAR | ISA 75.01,INSTRUMENTATION,AMBIGUOUS_REVIEW_REQUIRED,4,3,IOCL;NMDC;ONGC,NOS,22870,5717.5,4,Mathura Refinery
CMM-INSTRU-4981D6-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,5543,5543.0,1,Ramagundam STPS
CMM-INSTRU-4B7871-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,6258,6258.0,1,Vindhyachal STPS
CMM-INSTRU-4D969D-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,11786,11786.0,1,Panipat Refinery
CMM-INSTRU-506F2A-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,8120,8120.0,1,Visakh Refinery
CMM-INSTRU-531B25-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,12522,12522.0,1,Korba STPS
CMM-INSTRU-557134-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,14582,14582.0,1,Vindhyachal STPS
CMM-INSTRU-57243E-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,8967,8967.0,1,Gujarat Refinery
CMM-INSTRU-58342A-001,INSTRUMENTATION | PRESSURE GAUGE | POLYCARBONATE | 0-500 DEG C | ISA 75.01,INSTRUMENTATION,VERIFIED_HARMONIZED,6,6,BHEL;HPCL;IOCL;NMDC;NTPC;SAIL,NOS,46969,7828.17,6,Donimalai Iron Ore Mine
CMM-INSTRU-58EF54-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,13230,13230.0,1,Dadri Plant
CMM-INSTRU-59A2A6-001,INSTRUMENTATION | SS 316 | 0-100 BAR | IEC 60529,INSTRUMENTATION,VERIFIED_HARMONIZED,5,5,BHEL;IOCL;NMDC;NTPC;ONGC,NOS,44265,8853.0,5,Barauni Refinery
CMM-INSTRU-5C9385-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,10564,10564.0,1,Rajahmundry Asset
CMM-INSTRU-5F3CF8-001,INSTRUMENTATION | BRASS | 0-100 BAR | ISA 75.01,INSTRUMENTATION,VERIFIED_HARMONIZED,2,2,HPCL;SAIL,NOS,10903,5451.5,2,Visakh Refinery
CMM-INSTRU-617080-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,1753,1753.0,1,Dadri Plant
CMM-INSTRU-61E856-001,INSTRUMENTATION | BRASS | 1/2 IN NPT | IEC 60529,INSTRUMENTATION,VERIFIED_HARMONIZED,3,3,Coal India;IOCL;SAIL,NOS,25997,8665.67,3,Bhilai Steel Plant
CMM-INSTRU-63802F-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,3748,3748.0,1,Mumbai Refinery
CMM-INSTRU-63AE9C-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,4328,4328.0,1,Panipat Refinery
CMM-INSTRU-6B0B6E-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,11089,11089.0,1,Ramagundam STPS
CMM-INSTRU-6B7F1D-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,1403,1403.0,1,Gujarat Refinery
CMM-INSTRU-6BA797-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,3517,3517.0,1,Mumbai Offshore Complex
CMM-INSTRU-6D1EBF-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,8955,8955.0,1,Sivasagar Asset
CMM-INSTRU-6E3A7C-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,1260,1260.0,1,Dadri Plant
CMM-INSTRU-6F22C1-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,2481,2481.0,1,Barauni Refinery
CMM-INSTRU-70A392-001,INSTRUMENTATION | SS 316 | 0-100 BAR | ASME B40.100,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,2869,2869.0,1,Uran Plant
CMM-INSTRU-70AE3A-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,993,993.0,1,Bhatinda Refinery
CMM-INSTRU-71B89B-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,14642,14642.0,1,Bhatinda Refinery
CMM-INSTRU-746A35-001,INSTRUMENTATION | BRASS | 4-20 MA | ISA 75.01,INSTRUMENTATION,AMBIGUOUS_REVIEW_REQUIRED,8,6,HPCL;IOCL;NMDC;NTPC;ONGC;SAIL,NOS,79152,9894.0,8,Sivasagar Asset
CMM-INSTRU-76250E-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,7325,7325.0,1,Haldia Refinery
CMM-INSTRU-763724-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,12654,12654.0,1,Bhatinda Refinery
CMM-INSTRU-765732-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,9946,9946.0,1,Haldia Refinery
CMM-INSTRU-7697FA-001,INSTRUMENTATION | POLYCARBONATE | 4-20 MA | IEC 60529,INSTRUMENTATION,VERIFIED_HARMONIZED,2,2,HPCL;IOCL,NOS,26806,13403.0,2,Bhatinda Refinery
CMM-INSTRU-76A4D1-001,INSTRUMENTATION | BRASS | 4-20 MA | ASME B40.100,INSTRUMENTATION,VERIFIED_HARMONIZED,4,4,BHEL;Coal India;HPCL;ONGC,NOS,33230,8307.5,4,Visakh Refinery
CMM-INSTRU-76A779-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,6223,6223.0,1,Singrauli STPS
CMM-INSTRU-770DEC-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,9801,9801.0,1,Singrauli STPS
CMM-INSTRU-77851D-001,INSTRUMENTATION | SS 304 | 4-20 MA | ISA 75.01,INSTRUMENTATION,VERIFIED_HARMONIZED,2,2,NTPC;ONGC,NOS,13970,6985.0,2,Dadri Plant
CMM-INSTRU-794286-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,275,275.0,1,Mathura Refinery
CMM-INSTRU-7A3205-001,INSTRUMENTATION | SS 316 | 4-20 MA | IEC 60529,INSTRUMENTATION,AMBIGUOUS_REVIEW_REQUIRED,15,7,BHEL;Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,NOS,113393,7559.53,14,Bhilai Steel Plant
CMM-INSTRU-7B18F9-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,1532,1532.0,1,Rajahmundry Asset
CMM-INSTRU-7BB3AA-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,11340,11340.0,1,Ankleshwar Asset
CMM-INSTRU-7D7EC5-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,324,324.0,1,Mathura Refinery
CMM-INSTRU-7F6F9D-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,1060,1060.0,1,Korba STPS
CMM-INSTRU-8059CB-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,14584,14584.0,1,Visakh Refinery
CMM-INSTRU-80EC8A-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,1025,1025.0,1,Panipat Refinery
CMM-INSTRU-81A3AD-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,10904,10904.0,1,Bhatinda Refinery
CMM-INSTRU-8255AD-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,9207,9207.0,1,Haldia Refinery
CMM-INSTRU-82A6A9-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,6519,6519.0,1,Gujarat Refinery
CMM-INSTRU-8383E5-001,INSTRUMENTATION | PRESSURE GAUGE | BRASS | 0-500 DEG C | ASME B40.100,INSTRUMENTATION,VERIFIED_HARMONIZED,2,2,IOCL;ONGC,NOS,9313,4656.5,2,Barauni Refinery
CMM-INSTRU-839017-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,8354,8354.0,1,Bhatinda Refinery
CMM-INSTRU-83BD2D-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,4093,4093.0,1,Vindhyachal STPS
CMM-INSTRU-85D49D-001,INSTRUMENTATION | PRESSURE GAUGE | SS 304 | 0-500 DEG C | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,SAIL,NOS,12995,12995.0,1,Rourkela Steel Plant
CMM-INSTRU-86F6A1-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,1478,1478.0,1,Korba STPS
CMM-INSTRU-8CA6B6-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,14476,14476.0,1,Uran Plant
CMM-INSTRU-8F40E1-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,8947,8947.0,1,Ramagundam STPS
CMM-INSTRU-9139D9-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,8139,8139.0,1,Barauni Refinery
CMM-INSTRU-91D2D9-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,11648,11648.0,1,Mathura Refinery
CMM-INSTRU-921D2D-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,1538,1538.0,1,Visakh Refinery
CMM-INSTRU-9440ED-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,14039,14039.0,1,Ramagundam STPS
CMM-INSTRU-98114D-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,8125,8125.0,1,Ramagundam STPS
CMM-INSTRU-984885-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,2797,2797.0,1,Singrauli STPS
CMM-INSTRU-9A8BBD-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,5772,5772.0,1,Mumbai Refinery
CMM-INSTRU-A1E54E-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,9638,9638.0,1,Korba STPS
CMM-INSTRU-A280D1-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,157,157.0,1,Vindhyachal STPS
CMM-INSTRU-A525E5-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,1126,1126.0,1,Mumbai Refinery
CMM-INSTRU-A59364-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,2249,2249.0,1,Barauni Refinery
CMM-INSTRU-A60B7A-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,9399,9399.0,1,Bhatinda Refinery
CMM-INSTRU-A66AB3-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,7167,7167.0,1,Singrauli STPS
CMM-INSTRU-A68FF3-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,12382,12382.0,1,Rajahmundry Asset
CMM-INSTRU-A6D775-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,282,282.0,1,Korba STPS
CMM-INSTRU-A7D80C-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,14660,14660.0,1,Visakh Refinery
CMM-INSTRU-A874B5-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,12310,12310.0,1,Panipat Refinery
CMM-INSTRU-A88132-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,10839,10839.0,1,Rajahmundry Asset
CMM-INSTRU-AA1EFB-001,INSTRUMENTATION | PRESSURE GAUGE | POLYCARBONATE | 4-20 MA | ASME B40.100,INSTRUMENTATION,VERIFIED_HARMONIZED,2,2,NTPC;ONGC,NOS,19700,9850.0,2,Uran Plant
CMM-INSTRU-AAA211-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,495,495.0,1,Mumbai Refinery
CMM-INSTRU-ABABE6-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,3875,3875.0,1,Gujarat Refinery
CMM-INSTRU-AC7EC7-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,8987,8987.0,1,Visakh Refinery
CMM-INSTRU-AE7E4B-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,4589,4589.0,1,Ankleshwar Asset
CMM-INSTRU-AECA78-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,10345,10345.0,1,Dadri Plant
CMM-INSTRU-B12635-001,INSTRUMENTATION | SS 304 | 4-20 MA | ASME B40.100,INSTRUMENTATION,VERIFIED_HARMONIZED,2,2,BHEL;NMDC,NOS,22012,11006.0,2,Trichy Complex
CMM-INSTRU-B2DA61-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,11069,11069.0,1,Korba STPS
CMM-INSTRU-B41971-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,2870,2870.0,1,Ramagundam STPS
CMM-INSTRU-B6F610-001,INSTRUMENTATION | SS 316 | 0-500 DEG C | ISA 75.01,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,Coal India,NOS,5459,5459.0,1,Korba Coalfields
CMM-INSTRU-B87CE6-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,3003,3003.0,1,Ramagundam STPS
CMM-INSTRU-B9CBD1-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,9510,9510.0,1,Dadri Plant
CMM-INSTRU-BB5756-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,11012,11012.0,1,Bhatinda Refinery
CMM-INSTRU-BC26EA-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,9933,9933.0,1,Vindhyachal STPS
CMM-INSTRU-BD17DE-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,3620,3620.0,1,Visakh Refinery
CMM-INSTRU-C00875-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,237,237.0,1,Panipat Refinery
CMM-INSTRU-C19E45-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,HPCL,NOS,348,348.0,1,Visakh Refinery
CMM-INSTRU-C25520-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,NTPC,NOS,6149,6149.0,1,Dadri Plant
CMM-INSTRU-C368B5-001,INSTRUMENTATION | POLYCARBONATE | 0-500 DEG C | ISA 75.01,INSTRUMENTATION,VERIFIED_HARMONIZED,2,2,HPCL;IOCL,NOS,19220,9610.0,2,Mumbai Refinery
CMM-INSTRU-C48687-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,ONGC,NOS,8968,8968.0,1,Uran Plant
CMM-INSTRU-C4873D-001,INSTRUMENTATION | BRASS | 1/2 IN NPT | ISA 75.01,INSTRUMENTATION,AMBIGUOUS_REVIEW_REQUIRED,6,5,Coal India;HPCL;IOCL;ONGC;SAIL,NOS,30207,5034.5,6,Uran Plant
CMM-INSTRU-C5E6DF-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,STANDALONE_CANDIDATE,1,1,IOCL,NOS,3328,3328.0,1,Gujarat Refinery
CMM-INSTRU-C75E96-001,INSTRUMENTATION | BRASS | 0-500 DEG C | IEC 60529,INSTRUMENTATION,VERIFIED_HARMONIZED,2,2,Coal India;ONGC,NOS,16405,8202.5,2,Rajahmundry Asset
CMM-INSTRU-C7F4D5-001,INSTRUMENTATION | BRASS | 0-500 DEG C | ISA 75.01,INSTRUMENTATION,AMBIGUOUS_REVIEW_REQUIRED,7,5,BHEL;HPCL;IOCL;NMDC;NTPC,NOS,76716,10959.43,7,Haldia Refinery
