Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used
NTPC-200090,NTPC,Reducer IS 2062 DN 80,reducer is 2062 dn 80,Pipes & Fittings,Reducer,ASTM A106,IS 2062,DN 80,6 m,100 mm,PTFE Lined,MTR,pipe/fitting,,,,IS 2062,DN 80,,6 m,,,100 mm,,,,,ASTM A106,ASTM A106,ptfe lined,,,,,,ISMT,ISM-R-DN80-07,MTR,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
ONGC-100095,ONGC,"STORES ITEM REDUCER, IS 2062, SIZE DN 80","stores item reducer, is 2062, size dn 80",Pipes & Fittings,Reducer,ASTM A106,IS 2062,DN 80,6 m,100 mm,PTFE Lined,MTR,pipe/fitting,,,,IS 2062,DN 80,,6 m,,,100 mm,,,,,ASTM A106,ASTM A106,ptfe lined,,,,,,ISMT,ISM-R-DN80-65,MTR,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
IOCL-110092,IOCL,Reducer DN 80 IS 2062,reducer dn 80 is 2062,Pipes & Fittings,Reducer,ASTM A106,IS 2062,DN 80,6 m,100 mm,PTFE Lined,MTR,pipe/fitting,,,,IS 2062,DN 80,,6 m,,,100 mm,,,,,ASTM A106,ASTM A106,ptfe lined,,,,,,ISMT,ISM-R-DN80-99,MTR,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
CIL-400085,Coal India,REDUCER IS 2062 DN 80,reducer is 2062 dn 80,Pipes & Fittings,Reducer,ASTM A106,IS 2062,DN 80,6 m,100 mm,PTFE Lined,MTR,pipe/fitting,,,,IS 2062,DN 80,,6 m,,,100 mm,,,,,ASTM A106,ASTM A106,ptfe lined,,,,,,ISMT,ISM-R-DN80-96,MTR,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
HPCL-120097,HPCL,"REDUCER, IS 2062, SIZE DN 80","reducer, is 2062, size dn 80",Pipes & Fittings,Reducer,ASTM A106,IS 2062,DN 80,6 m,100 mm,PTFE Lined,MTR,pipe/fitting,,,,IS 2062,DN 80,,6 m,,,100 mm,,,,,ASTM A106,ASTM A106,ptfe lined,,,,,,ISMT,ISM-R-DN80-88,MTR,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
SAIL-300101,SAIL,"IND.REDUCER, IS 2062, SIZE DN 80","ind.reducer, is 2062, size dn 80",Pipes & Fittings,Reducer,ASTM A106,IS 2062,DN 80,6 m,100 mm,PTFE Lined,MTR,pipe/fitting,,,,IS 2062,DN 80,,6 m,,,100 mm,,,,,ASTM A106,ASTM A106,ptfe lined,,,,,,ISMT,ISM-R-DN80-32,MTR,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
HPCL-120098,HPCL,SPARE-415V 100A XLPE CABLE - Aluminium,spare-415v 100a xlpe cable - aluminium,Electrical,XLPE Cable,IS 2026,Aluminium,415V 100A,500 m,,,MTR,electrical,cable,,xlpe,Aluminium,415V 100A,,500 m,,,,,,,,IS 2026,IS 2026,,,,,,,Crompton Greaves,CROGRE-XC-415V100A-38,MTR,11,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
CIL-400086,Coal India,XLPE CABLE Aluminium 415V 100A,xlpe cable aluminium 415v 100a,Electrical,XLPE Cable,IS 2026,Aluminium,415V 100A,500 m,,,MTR,electrical,cable,,xlpe,Aluminium,415V 100A,,500 m,,,,,,,,IS 2026,IS 2026,,,,,,,Crompton Greaves,CROGRE-XC-415V100A-40,MTR,11,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410097,NMDC,"SPARE-XLPE Cable, Aluminium, SIZE 415V 100A","spare-xlpe cable, aluminium, size 415v 100a",Electrical,XLPE Cable,IS 2026,Aluminium,415V 100A,500 m,,,MTR,electrical,cable,,xlpe,Aluminium,415V 100A,,500 m,,,,,,,,IS 2026,IS 2026,,,,,,,Crompton Greaves,CROGRE-XC-415V100A-46,MTR,11,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500096,BHEL,SPARE-LEVEL TRANSMITTER SS316 4-20 mA,spare-level transmitter ss316 4-20 ma,Instrumentation,Level Transmitter,IEC 60529,SS316,4-20 mA,,,,NOS,instrumentation,,,stainless steel,SS316,4-20 mA,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Emerson,EME-LT-4-20mA-51,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100096,ONGC,IND.4-20 mA Level Transmitter - SS316,ind.4-20 ma level transmitter - ss316,Instrumentation,Level Transmitter,IEC 60529,SS316,4-20 mA,,,,NOS,instrumentation,,,stainless steel,SS316,4-20 mA,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Emerson,EME-LT-4-20mA-85,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
CIL-400087,Coal India,"LEVEL TRANSMITTER, SS316, SIZE 4-20 mA","level transmitter, ss316, size 4-20 ma",Instrumentation,Level Transmitter,IEC 60529,SS316,4-20 mA,,,,NOS,instrumentation,,,stainless steel,SS316,4-20 mA,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Emerson,EME-LT-4-20mA-15,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
HPCL-120099,HPCL,"Ball Valve, SS304, SIZE 6 in","ball valve, ss304, size 6 in",Valves,Ball Valve,API 602,SS304,6 in,,6 in,,NOS,valve,ball valve,,stainless steel,SS304,6 in,,,,,6 in,,,,,API 602,API 602,,,,,,,Fouress,FOU-BV-6in-17,NOS,11,True,material_grade: 'SS304' vs 'SS 304',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; TYPE_BALL_VALVE; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410098,NMDC,BALL VLV 6 in SS304,ball vlv 6 in ss304,Valves,Ball Valve,API 602,SS304,6 in,,6 in,,NOS,valve,ball valve,,stainless steel,SS304,6 in,,,,,6 in,,,,,API 602,API 602,,,,,,,Fouress,FOU-BV-6in-07,NOS,11,True,material_grade: 'SS304' vs 'SS 304',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; TYPE_BALL_VALVE; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500097,BHEL,IND.6 in Ball Valve - SS304,ind.6 in ball valve - ss304,Valves,Ball Valve,API 602,SS304,6 in,,6 in,,NOS,valve,ball valve,,stainless steel,SS304,6 in,,,,,6 in,,,,,API 602,API 602,,,,,,,Fouress,FOU-BV-6in-32,NOS,11,True,material_grade: 'SS304' vs 'SS 304',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; TYPE_BALL_VALVE; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200091,NTPC,STORES ITEM Ball Valve 6 in SS304,stores item ball valve 6 in ss304,Valves,Ball Valve,API 602,SS304,6 in,,6 in,,NOS,valve,ball valve,,stainless steel,SS304,6 in,,,,,6 in,,,,,API 602,API 602,,,,,,,Fouress,FOU-BV-6in-86,NOS,11,True,material_grade: 'SS304' vs 'SS 304',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; TYPE_BALL_VALVE; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500098,BHEL,IND.M10 x 40 Hex Nut - Grade 10.9,ind.m10 x 40 hexagonal nut - grade 10.9,Fasteners,Hex Nut,DIN 931,Grade 10.9,M10 x 40,40 mm,,Zinc Plated,KG,fastener,nut,hex,,Grade 10.9,M10 x 40,,40 mm,,,,,,,,,DIN 931,zinc plated,,,,,,GKW,GKW-HN-M10x40-68,KG,11,True,size: 'M10 x 40' vs 'M10',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field
HPCL-120100,HPCL,SPARE-M10 x 40 HEX NUT - Grade 10.9,spare-m10 x 40 hexagonal nut - grade 10.9,Fasteners,Hex Nut,DIN 931,Grade 10.9,M10 x 40,40 mm,,Zinc Plated,KG,fastener,nut,hex,,Grade 10.9,M10 x 40,,40 mm,,,,,,,,,DIN 931,zinc plated,,,,,,GKW,GKW-HN-M10x40-39,KG,11,True,size: 'M10 x 40' vs 'M10',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field
SAIL-300102,SAIL,M10 x 40 Hex Nut - Grade 10.9,m10 x 40 hexagonal nut - grade 10.9,Fasteners,Hex Nut,DIN 931,Grade 10.9,M10 x 40,40 mm,,Zinc Plated,KG,fastener,nut,hex,,Grade 10.9,M10 x 40,,40 mm,,,,,,,,,DIN 931,zinc plated,,,,,,GKW,GKW-HN-M10x40-24,KG,11,True,size: 'M10 x 40' vs 'M10',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field
ONGC-100097,ONGC,STORES ITEM M10 x 40 HEX NUT - Grade 10.9,stores item m10 x 40 hexagonal nut - grade 10.9,Fasteners,Hex Nut,DIN 931,Grade 10.9,M10 x 40,40 mm,,Zinc Plated,KG,fastener,nut,hex,,Grade 10.9,M10 x 40,,40 mm,,,,,,,,,DIN 931,zinc plated,,,,,,GKW,GKW-HN-M10x40-56,KG,11,True,size: 'M10 x 40' vs 'M10',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field
IOCL-110093,IOCL,IND.Control Valve ASTM A351 CF8M DN 50,ind.control valve astm a351 cf8m dn 50,Valves,Control Valve,BS 1873,ASTM A351 CF8M,DN 50,,DN 50,,NOS,valve,,,,ASTM A351 CF8M,DN 50,,,,,DN 50,,,,,ASTM A351,BS 1873,,,,,,,Leader Valves,LEAVAL-CV-DN50-16,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A351 CF8M' vs 'ASTM A351',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_ASTM; UNIT_FROM_FIELD,description; structured_field
HPCL-120101,HPCL,"Control Valve, ASTM A351 CF8M, SIZE DN 50","control valve, astm a351 cf8m, size dn 50",Valves,Control Valve,BS 1873,ASTM A351 CF8M,DN 50,,DN 50,,NOS,valve,,,,ASTM A351 CF8M,DN 50,,,,,DN 50,,,,,ASTM A351,BS 1873,,,,,,,Leader Valves,LEAVAL-CV-DN50-93,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A351 CF8M' vs 'ASTM A351',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_ASTM; UNIT_FROM_FIELD,description; structured_field
CIL-400088,Coal India,STORES ITEM CONTROL VALVE DN 50 ASTM A351 CF8M,stores item control valve dn 50 astm a351 cf8m,Valves,Control Valve,BS 1873,ASTM A351 CF8M,DN 50,,DN 50,,NOS,valve,,,,ASTM A351 CF8M,DN 50,,,,,DN 50,,,,,ASTM A351,BS 1873,,,,,,,Leader Valves,LEAVAL-CV-DN50-98,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A351 CF8M' vs 'ASTM A351',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_ASTM; UNIT_FROM_FIELD,description; structured_field
ONGC-100098,ONGC,IND.DN 50 CONTROL VALVE - ASTM A351 CF8M,ind.dn 50 control valve - astm a351 cf8m,Valves,Control Valve,BS 1873,ASTM A351 CF8M,DN 50,,DN 50,,NOS,valve,,,,ASTM A351 CF8M,DN 50,,,,,DN 50,,,,,ASTM A351,BS 1873,,,,,,,Leader Valves,LEAVAL-CV-DN50-03,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A351 CF8M' vs 'ASTM A351',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_ASTM; UNIT_FROM_FIELD,description; structured_field
NTPC-200092,NTPC,CONTROL VALVE DN 50 ASTM A351 CF8M,control valve dn 50 astm a351 cf8m,Valves,Control Valve,BS 1873,ASTM A351 CF8M,DN 50,,DN 50,,NOS,valve,,,,ASTM A351 CF8M,DN 50,,,,,DN 50,,,,,ASTM A351,BS 1873,,,,,,,Leader Valves,LEAVAL-CV-DN50-95,NOS,9,True,size: 'DN 50' vs 'DN50'; material_grade: 'ASTM A351 CF8M' vs 'ASTM A351',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_ASTM; UNIT_FROM_FIELD,description; structured_field
ONGC-100099,ONGC,IND.1/2 in NPT RTD SENSOR - Brass,ind.1/2 in npt rtd sensor - brass,Instrumentation,RTD Sensor,ISA 75.01,Brass,1/2 in NPT,,,,NOS,instrumentation,,,,Brass,1/2 in NPT,,,,,,,,,,,ISA 75.01,,,,,,,Yokogawa,YOK-RS-1-2inNPT-59,NOS,7,True,size: '1/2 in NPT' vs '1/2 in',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field
CIL-400089,Coal India,"RTD SENSOR, Brass, SIZE 1/2 in NPT","rtd sensor, brass, size 1/2 in npt",Instrumentation,RTD Sensor,ISA 75.01,Brass,1/2 in NPT,,,,NOS,instrumentation,,,,Brass,1/2 in NPT,,,,,,,,,,,ISA 75.01,,,,,,,Yokogawa,YOK-RS-1-2inNPT-69,NOS,7,True,size: '1/2 in NPT' vs '1/2 in',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field
SAIL-300103,SAIL,RTD Sensor 1/2 in NPT Brass,rtd sensor 1/2 in npt brass,Instrumentation,RTD Sensor,ISA 75.01,Brass,1/2 in NPT,,,,NOS,instrumentation,,,,Brass,1/2 in NPT,,,,,,,,,,,ISA 75.01,,,,,,,Yokogawa,YOK-RS-1-2inNPT-83,NOS,7,True,size: '1/2 in NPT' vs '1/2 in',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field
IOCL-110094,IOCL,IND.RTD SENSOR Brass 1/2 in NPT,ind.rtd sensor brass 1/2 in npt,Instrumentation,RTD Sensor,ISA 75.01,Brass,1/2 in NPT,,,,NOS,instrumentation,,,,Brass,1/2 in NPT,,,,,,,,,,,ISA 75.01,,,,,,,Yokogawa,YOK-RS-1-2inNPT-42,NOS,7,True,size: '1/2 in NPT' vs '1/2 in',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field
CIL-400090,Coal India,"SPARE-CONTROL VALVE, SS316, SIZE 4 in","spare-control valve, ss316, size 4 in",Valves,Control Valve,API 600,SS316,4 in,,,Epoxy Coated,NOS,valve,,,stainless steel,SS316,4 in,,,,,,,,,,API 600,API 600,epoxy coated,,,,,,L&T Valves,L&TVAL-CV-4in-57,NOS,10,True,material_grade: 'SS316' vs 'SS 316',COATING_FROM_STRUCTURED_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300104,SAIL,IND.CONTROL VALVE SS316 4 in,ind.control valve ss316 4 in,Valves,Control Valve,API 600,SS316,4 in,,,Epoxy Coated,NOS,valve,,,stainless steel,SS316,4 in,,,,,,,,,,API 600,API 600,epoxy coated,,,,,,L&T Valves,L&TVAL-CV-4in-94,NOS,10,True,material_grade: 'SS316' vs 'SS 316',COATING_FROM_STRUCTURED_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500099,BHEL,SPARE-Control Valve 4 in SS316,spare-control valve 4 in ss316,Valves,Control Valve,API 600,SS316,4 in,,,Epoxy Coated,NOS,valve,,,stainless steel,SS316,4 in,,,,,,,,,,API 600,API 600,epoxy coated,,,,,,L&T Valves,L&TVAL-CV-4in-25,NOS,10,True,material_grade: 'SS316' vs 'SS 316',COATING_FROM_STRUCTURED_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110095,IOCL,RTD SENSOR 4-20 mA SS316,rtd sensor 4-20 ma ss316,Instrumentation,RTD Sensor,IEC 60529,SS316,4-20 mA,,,,NOS,instrumentation,,,stainless steel,SS316,4-20 mA,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Honeywell,HON-RS-4-20mA-13,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500100,BHEL,IND.RTD SENSOR 4-20 mA SS316,ind.rtd sensor 4-20 ma ss316,Instrumentation,RTD Sensor,IEC 60529,SS316,4-20 mA,,,,NOS,instrumentation,,,stainless steel,SS316,4-20 mA,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Honeywell,HON-RS-4-20mA-32,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410099,NMDC,IND.RTD Sensor SS316 4-20 mA,ind.rtd sensor ss316 4-20 ma,Instrumentation,RTD Sensor,IEC 60529,SS316,4-20 mA,,,,NOS,instrumentation,,,stainless steel,SS316,4-20 mA,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Honeywell,HON-RS-4-20mA-91,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100100,ONGC,IND.RTD Sensor 4-20 mA SS316,ind.rtd sensor 4-20 ma ss316,Instrumentation,RTD Sensor,IEC 60529,SS316,4-20 mA,,,,NOS,instrumentation,,,stainless steel,SS316,4-20 mA,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Honeywell,HON-RS-4-20mA-43,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300105,SAIL,RTD SENSOR SS316 4-20 mA,rtd sensor ss316 4-20 ma,Instrumentation,RTD Sensor,IEC 60529,SS316,4-20 mA,,,,NOS,instrumentation,,,stainless steel,SS316,4-20 mA,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Honeywell,HON-RS-4-20mA-06,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
