Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used,Manufacturer,Manufacturer_Part_No,Plant,Material_Status,Annual_Consumption,Last_Purchase_Date,Standardized_Description,Canonical_Material_Key,Canonical_Material_Family,Canonical_Material_Type,Canonical_Material_Subtype,Canonical_Material,Canonical_Material_Grade,Canonical_Nominal_Size,Canonical_Size,Canonical_Length,Canonical_Width,Canonical_Height,Canonical_Diameter,Canonical_Thickness,Canonical_Pressure_Class,Canonical_Schedule,Canonical_Rating,Canonical_Standard,Canonical_Specification,Canonical_Coating,Canonical_Connection_Type,Canonical_End_Type,Canonical_Construction,Canonical_Orientation,Canonical_Manufacturer,Canonical_Manufacturer_Part_No,Canonical_Unit,Standardization_Changed,Standardization_Rule_Count,Standardization_Rules_Applied,Standardization_Conflict_Preserved
SAIL-300140,SAIL,SPARE-O-RING 150# NBR 2 in,spare-o-ring 150# nbr 2 in,Seals,O-Ring,API 682,NBR,2 in,,,,NOS,seal/gasket,,,,NBR,2 in,,,,,,,,,,API 682,API 682,,,,,,,Chesterton,CHE-O-2in-71,NOS,8,False,,FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Chesterton,CHE-O-2in-71,Durgapur Steel Plant,Slow-Moving,6194,2025-07-17,SEAL/GASKET | NBR | 2 IN | API 682,SEAL_GASKET|NBR|2_IN|API_682,SEAL/GASKET,,,,NBR,,2 IN,,,,,,,,,API 682,API 682,,,,,,CHESTERTON,CHE-O-2IN-71,NOS,True,8,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_CANONICAL,False
HPCL-120137,HPCL,O-RING 2 in NBR 300#,o-ring 2 in nbr 300#,Seals,O-Ring,API 682,NBR,2 in,,,,NOS,seal/gasket,,,,NBR,2 in,,,,,,,,,,API 682,API 682,,,,,,,Chesterton,CHE-O-2in-83,NOS,8,False,,FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Chesterton,CHE-O-2in-83,Mumbai Refinery,Slow-Moving,965,2025-12-31,SEAL/GASKET | NBR | 2 IN | API 682,SEAL_GASKET|NBR|2_IN|API_682,SEAL/GASKET,,,,NBR,,2 IN,,,,,,,,,API 682,API 682,,,,,,CHESTERTON,CHE-O-2IN-83,NOS,True,8,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_CANONICAL,False
NMDC-410135,NMDC,IND.Hex Nut 300# Carbon Steel M12 x 50,ind.hexagonal nut 300# carbon steel m12 x 50,Fasteners,Hex Nut,IS 1367,Carbon Steel,M12 x 50,50 mm,,Zinc Plated,NOS,fastener,nut,hex,carbon steel,Carbon Steel,M12 x 50,,50 mm,,,,,,,,IS 1367,IS 1367,zinc plated,,,,,,Unbrako,UNB-HN-M12x50-97,NOS,13,True,size: 'M12 x 50' vs 'M12',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Unbrako,UNB-HN-M12x50-97,Donimalai Iron Ore Mine,Active,10565,2025-02-09,FASTENER | NUT | HEX | CARBON STEEL | CARBON STEEL | M12 X 50 | 50 MM | IS 1367 | ZINC PLATED,FASTENER|NUT|HEX|CARBON_STEEL|CARBON_STEEL|M12_X_50|50_MM|IS_1367|ZINC_PLATED,FASTENER,NUT,HEX,CARBON STEEL,CARBON STEEL,,M12 X 50,50 MM,,,,,,,,IS 1367,IS 1367,ZINC PLATED,,,,,UNBRAKO,UNB-HN-M12X50-97,NOS,True,13,COATING_CANONICAL; FAMILY_CANONICAL; GRADE_CANONICAL_CARBON_STEEL; LENGTH_FORMAT_MM; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; SUBTYPE_CANONICAL; TYPE_CANONICAL; UNIT_CANONICAL,True
BHEL-500134,BHEL,HEX NUT M12 x 50 Alloy Steel 150#,hexagonal nut m12 x 50 alloy steel 150#,Fasteners,Hex Nut,IS 1367,Alloy Steel,M12 x 50,50 mm,,Zinc Plated,NOS,fastener,nut,hex,,Alloy Steel,M12 x 50,,50 mm,,,,,,,,IS 1367,IS 1367,zinc plated,,,,,,Unbrako,UNB-HN-M12x50-30,NOS,12,True,size: 'M12 x 50' vs 'M12',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Unbrako,UNB-HN-M12x50-30,Bhopal Complex,Active,13859,2025-12-15,FASTENER | NUT | HEX | ALLOY STEEL | M12 X 50 | 50 MM | IS 1367 | ZINC PLATED,FASTENER|NUT|HEX|ALLOY_STEEL|M12_X_50|50_MM|IS_1367|ZINC_PLATED,FASTENER,NUT,HEX,,ALLOY STEEL,,M12 X 50,50 MM,,,,,,,,IS 1367,IS 1367,ZINC PLATED,,,,,UNBRAKO,UNB-HN-M12X50-30,NOS,True,12,COATING_CANONICAL; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_FORMAT_MM; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; SUBTYPE_CANONICAL; TYPE_CANONICAL; UNIT_CANONICAL,True
ONGC-100138,ONGC,DN 100 RECIPROCATING PUMP - SS316 300#,dn 100 reciprocating pump - ss316 300#,Pumps,Reciprocating Pump,API 610,SS316,DN 100,,DN 100,,SET,pump,,,stainless steel,SS316,DN 100,,,,,DN 100,,,,,API 610,API 610,,,,,,,WPIL,WPI-RP-DN100-71,SET,10,True,size: 'DN 100' vs 'DN100'; material_grade: 'SS316' vs 'SS 316',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,WPIL,WPI-RP-DN100-71,Sivasagar Asset,Active,9597,2025-05-18,PUMP | STAINLESS STEEL | SS 316 | DN 100 | DN 100 | API 610,PUMP|STAINLESS_STEEL|SS_316|DN_100|DN_100|API_610,PUMP,,,STAINLESS STEEL,SS 316,,DN 100,,,,DN 100,,,,,API 610,API 610,,,,,,WPIL,WPI-RP-DN100-71,SET,True,10,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_FORMAT_SS316; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_UPPERCASE,True
NMDC-410136,NMDC,IND.DN 100 RECIPROCATING PUMP - SS304 150#,ind.dn 100 reciprocating pump - ss304 150#,Pumps,Reciprocating Pump,API 610,SS304,DN 100,,DN 100,,SET,pump,,,stainless steel,SS304,DN 100,,,,,DN 100,,,,,API 610,API 610,,,,,,,WPIL,WPI-RP-DN100-69,SET,10,True,size: 'DN 100' vs 'DN100'; material_grade: 'SS304' vs 'SS 304',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,WPIL,WPI-RP-DN100-69,Bailadila Iron Ore Mine,Active,2669,2024-07-25,PUMP | STAINLESS STEEL | SS 304 | DN 100 | DN 100 | API 610,PUMP|STAINLESS_STEEL|SS_304|DN_100|DN_100|API_610,PUMP,,,STAINLESS STEEL,SS 304,,DN 100,,,,DN 100,,,,,API 610,API 610,,,,,,WPIL,WPI-RP-DN100-69,SET,True,10,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_FORMAT_SS304; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_UPPERCASE,True
IOCL-110117,IOCL,IND.FLANGE DN 150 SS316L 300#,ind.flange dn 150 ss316l 300#,Pipes & Fittings,Flange,ASTM A106,SS316L,DN 150,1000 mm,DN 150,,MTR,pipe/fitting,flange,,stainless steel,SS316L,DN 150,,1000 mm,,,DN 150,,,,,ASTM A106,ASTM A106,,,,,,,Maharashtra Seamless,MAHSEA-F-DN150-26,MTR,12,True,size: 'DN 150' vs 'DN150'; material_grade: 'SS316L' vs 'SS 316L',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Maharashtra Seamless,MAHSEA-F-DN150-26,Gujarat Refinery,Active,940,2025-10-25,PIPE/FITTING | FLANGE | STAINLESS STEEL | SS 316L | DN 150 | 1000 MM | DN 150 | ASTM A106,PIPE_FITTING|FLANGE|STAINLESS_STEEL|SS_316L|DN_150|1000_MM|DN_150|ASTM_A106,PIPE/FITTING,FLANGE,,STAINLESS STEEL,SS 316L,,DN 150,1000 MM,,,DN 150,,,,,ASTM A106,ASTM A106,,,,,,MAHARASHTRA SEAMLESS,MAHSEA-F-DN150-26,MTR,True,12,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_FORMAT_SS316; LENGTH_FORMAT_MM; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASTM; TYPE_UPPERCASE; UNIT_CANONICAL,True
ONGC-100139,ONGC,STORES ITEM DN 150 FLANGE - SS316L 600#,stores item dn 150 flange - ss316l 600#,Pipes & Fittings,Flange,ASTM A106,SS316L,DN 150,1000 mm,DN 150,,MTR,pipe/fitting,flange,,stainless steel,SS316L,DN 150,,1000 mm,,,DN 150,,,,,ASTM A106,ASTM A106,,,,,,,Maharashtra Seamless,MAHSEA-F-DN150-43,MTR,12,True,size: 'DN 150' vs 'DN150'; material_grade: 'SS316L' vs 'SS 316L',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Maharashtra Seamless,MAHSEA-F-DN150-43,Ankleshwar Asset,Active,6452,2025-09-08,PIPE/FITTING | FLANGE | STAINLESS STEEL | SS 316L | DN 150 | 1000 MM | DN 150 | ASTM A106,PIPE_FITTING|FLANGE|STAINLESS_STEEL|SS_316L|DN_150|1000_MM|DN_150|ASTM_A106,PIPE/FITTING,FLANGE,,STAINLESS STEEL,SS 316L,,DN 150,1000 MM,,,DN 150,,,,,ASTM A106,ASTM A106,,,,,,MAHARASHTRA SEAMLESS,MAHSEA-F-DN150-43,MTR,True,12,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_FORMAT_SS316; LENGTH_FORMAT_MM; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASTM; TYPE_UPPERCASE; UNIT_CANONICAL,True
BHEL-500135,BHEL,STORES ITEM PUMP CENTRIF 2 in x 1.5 in Cast Iron 300#,stores item pump centrif 2 in x 1.5 in cast iron 300#,Pumps,Centrifugal Pump,IS 1520,Cast Iron,2 in x 1.5 in,,,,SET,pump,centrifugal pump,,,Cast Iron,2 in x 1.5 in,,,,,,,,,,IS 1520,IS 1520,,,,cast,,,Kirloskar,KIR-CP-2inx1.5in-13,SET,10,True,size: '2 in x 1.5 in' vs '2 in',CONSTRUCTION_CAST; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_CENTRIFUGAL_PUMP; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-CP-2inx1.5in-13,Trichy Complex,Obsolete,12204,2025-01-16,PUMP | CENTRIFUGAL PUMP | CAST | CAST IRON | 2 IN X 1.5 IN | IS 1520,PUMP|CENTRIFUGAL_PUMP|CAST_IRON|2_IN_X_15_IN|IS_1520|CAST,PUMP,CENTRIFUGAL PUMP,,,CAST IRON,,2 IN X 1.5 IN,,,,,,,,,IS 1520,IS 1520,,,,CAST,,KIRLOSKAR,KIR-CP-2INX1.5IN-13,SET,True,10,CONSTRUCTION_CANONICAL; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; TYPE_CANONICAL; UNIT_UPPERCASE,True
NMDC-410137,NMDC,IND.PUMP CENTRIF 2 in x 1.5 in Cast Iron 600#,ind.pump centrif 2 in x 1.5 in cast iron 600#,Pumps,Centrifugal Pump,IS 1520,Cast Iron,2 in x 1.5 in,,,,SET,pump,centrifugal pump,,,Cast Iron,2 in x 1.5 in,,,,,,,,,,IS 1520,IS 1520,,,,cast,,,Kirloskar,KIR-CP-2inx1.5in-39,SET,10,True,size: '2 in x 1.5 in' vs '2 in',CONSTRUCTION_CAST; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_CENTRIFUGAL_PUMP; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-CP-2inx1.5in-39,Bailadila Iron Ore Mine,Active,10481,2025-11-29,PUMP | CENTRIFUGAL PUMP | CAST | CAST IRON | 2 IN X 1.5 IN | IS 1520,PUMP|CENTRIFUGAL_PUMP|CAST_IRON|2_IN_X_15_IN|IS_1520|CAST,PUMP,CENTRIFUGAL PUMP,,,CAST IRON,,2 IN X 1.5 IN,,,,,,,,,IS 1520,IS 1520,,,,CAST,,KIRLOSKAR,KIR-CP-2INX1.5IN-39,SET,True,10,CONSTRUCTION_CANONICAL; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; TYPE_CANONICAL; UNIT_UPPERCASE,True
HPCL-120138,HPCL,IND.BALL BRG 30205 Chrome Steel 300#,ind.ball bearing 30205 chrome steel 300#,Bearings,Ball Bearing,ABMA 9,Chrome Steel,30205,,,,NOS,bearing,ball bearing,,chrome steel,Chrome Steel,30205,,,,,,,,,,,ABMA 9,,,,,,,NBC Bearings,NBCBEA-BB-30205-20,NOS,9,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CHROME_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; TYPE_BALL_BEARING; UNIT_FROM_FIELD,description; structured_field,NBC Bearings,NBCBEA-BB-30205-20,Bhatinda Refinery,Active,8199,2025-03-18,BEARING | BALL BEARING | CHROME STEEL | CHROME STEEL | 30205,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|30205,BEARING,BALL BEARING,,CHROME STEEL,CHROME STEEL,,30205,,,,,,,,,,ABMA 9,,,,,,NBC BEARINGS,NBCBEA-BB-30205-20,NOS,True,9,FAMILY_CANONICAL; GRADE_CANONICAL_CHROME_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; TYPE_CANONICAL; UNIT_CANONICAL,False
CIL-400131,Coal India,BRG BALL 30205 Chrome Steel 150#,bearing ball 30205 chrome steel 150#,Bearings,Ball Bearing,ABMA 9,Chrome Steel,30205,,,,NOS,bearing,ball bearing,,chrome steel,Chrome Steel,30205,,,,,,,,,,,ABMA 9,,,,,,,NBC Bearings,NBCBEA-BB-30205-91,NOS,9,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CHROME_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; TYPE_BALL_BEARING; UNIT_FROM_FIELD,structured_field,NBC Bearings,NBCBEA-BB-30205-91,Singareni Collieries,Active,4505,2024-07-11,BEARING | BALL BEARING | CHROME STEEL | CHROME STEEL | 30205,BEARING|BALL_BEARING|CHROME_STEEL|CHROME_STEEL|30205,BEARING,BALL BEARING,,CHROME STEEL,CHROME STEEL,,30205,,,,,,,,,,ABMA 9,,,,,,NBC BEARINGS,NBCBEA-BB-30205-91,NOS,True,9,FAMILY_CANONICAL; GRADE_CANONICAL_CHROME_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; TYPE_CANONICAL; UNIT_CANONICAL,False
HPCL-120139,HPCL,RTD Sensor 300# Brass 4-20 mA,rtd sensor 300# brass 4-20 ma,Instrumentation,RTD Sensor,ASME B40.100,Brass,4-20 mA,,,,NOS,instrumentation,,,,Brass,4-20 mA,,,,,,,,,,ASME B40.100,ASME B40.100,,,,,,,Honeywell,HON-RS-4-20mA-70,NOS,8,False,,FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Honeywell,HON-RS-4-20mA-70,Visakh Refinery,Active,10524,2024-12-21,INSTRUMENTATION | BRASS | 4-20 MA | ASME B40.100,INSTRUMENTATION|BRASS|4_20_MA|ASME_B40100,INSTRUMENTATION,,,,BRASS,,4-20 MA,,,,,,,,,ASME B40.100,ASME B40.100,,,,,,HONEYWELL,HON-RS-4-20MA-70,NOS,True,8,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; UNIT_CANONICAL,False
ONGC-100140,ONGC,SPARE-4-20 mA RTD Sensor - Brass 600#,spare-4-20 ma rtd sensor - brass 600#,Instrumentation,RTD Sensor,ASME B40.100,Brass,4-20 mA,,,,NOS,instrumentation,,,,Brass,4-20 mA,,,,,,,,,,ASME B40.100,ASME B40.100,,,,,,,Honeywell,HON-RS-4-20mA-99,NOS,8,False,,FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Honeywell,HON-RS-4-20mA-99,Rajahmundry Asset,Active,7123,2024-03-29,INSTRUMENTATION | BRASS | 4-20 MA | ASME B40.100,INSTRUMENTATION|BRASS|4_20_MA|ASME_B40100,INSTRUMENTATION,,,,BRASS,,4-20 MA,,,,,,,,,ASME B40.100,ASME B40.100,,,,,,HONEYWELL,HON-RS-4-20MA-99,NOS,True,8,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; UNIT_CANONICAL,False
SAIL-300141,SAIL,"SPARE-Oil Seal, PTFE, SIZE 50 mm 600#","spare-oil seal, ptfe, size 50 mm 600#",Seals,Oil Seal,DIN 3760,PTFE,50 mm,,,,NOS,seal/gasket,lubricant,,,PTFE,50 mm,,,,,,,,,,,DIN 3760,ptfe,,,,,,Chesterton,CHE-OS-50mm-27,NOS,9,True,material_family: 'seal/gasket' vs 'lubricant',COATING_PTFE; FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_MM; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field,Chesterton,CHE-OS-50mm-27,Rourkela Steel Plant,Obsolete,8962,2024-02-12,SEAL/GASKET | LUBRICANT | PTFE | 50 MM | PTFE,SEAL_GASKET|LUBRICANT|PTFE|50_MM|PTFE,SEAL/GASKET,LUBRICANT,,,PTFE,,50 MM,,,,,,,,,,DIN 3760,PTFE,,,,,CHESTERTON,CHE-OS-50MM-27,NOS,True,9,COATING_CANONICAL; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_MM; SPECIFICATION_TRIM; TYPE_CANONICAL; UNIT_CANONICAL,True
NTPC-200130,NTPC,STORES ITEM OIL SEAL 50 mm PTFE 150#,stores item oil seal 50 mm ptfe 150#,Seals,Oil Seal,DIN 3760,PTFE,50 mm,,,,NOS,seal/gasket,lubricant,,,PTFE,50 mm,,,,,,,,,,,DIN 3760,ptfe,,,,,,Chesterton,CHE-OS-50mm-63,NOS,9,True,material_family: 'seal/gasket' vs 'lubricant',COATING_PTFE; FAMILY_SEAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_MM; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field,Chesterton,CHE-OS-50mm-63,Vindhyachal STPS,Active,13474,2025-02-06,SEAL/GASKET | LUBRICANT | PTFE | 50 MM | PTFE,SEAL_GASKET|LUBRICANT|PTFE|50_MM|PTFE,SEAL/GASKET,LUBRICANT,,,PTFE,,50 MM,,,,,,,,,,DIN 3760,PTFE,,,,,CHESTERTON,CHE-OS-50MM-63,NOS,True,9,COATING_CANONICAL; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_MM; SPECIFICATION_TRIM; TYPE_CANONICAL; UNIT_CANONICAL,True
NTPC-200131,NTPC,SPARE-Gear Pump 2 in x 1.5 in SS316 600#,spare-gear pump 2 in x 1.5 in ss316 600#,Pumps,Gear Pump,API 610,SS316,2 in x 1.5 in,,,,SET,pump,,,stainless steel,SS316,2 in x 1.5 in,,,,,,,,,,API 610,API 610,,,,,,,Kirloskar,KIR-GP-2inx1.5in-97,SET,9,True,size: '2 in x 1.5 in' vs '2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-GP-2inx1.5in-97,Ramagundam STPS,Obsolete,3179,2024-01-25,PUMP | STAINLESS STEEL | SS 316 | 2 IN X 1.5 IN | API 610,PUMP|STAINLESS_STEEL|SS_316|2_IN_X_15_IN|API_610,PUMP,,,STAINLESS STEEL,SS 316,,2 IN X 1.5 IN,,,,,,,,,API 610,API 610,,,,,,KIRLOSKAR,KIR-GP-2INX1.5IN-97,SET,True,9,FAMILY_CANONICAL; GRADE_FORMAT_SS316; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_UPPERCASE,True
BHEL-500136,BHEL,SPARE-GEAR PUMP 150# SS304 2 in x 1.5 in,spare-gear pump 150# ss304 2 in x 1.5 in,Pumps,Gear Pump,API 610,SS304,2 in x 1.5 in,,,,SET,pump,,,stainless steel,SS304,2 in x 1.5 in,,,,,,,,,,API 610,API 610,,,,,,,Kirloskar,KIR-GP-2inx1.5in-09,SET,9,True,size: '2 in x 1.5 in' vs '2 in'; material_grade: 'SS304' vs 'SS 304',FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-GP-2inx1.5in-09,Hazira Complex,Obsolete,10889,2025-02-16,PUMP | STAINLESS STEEL | SS 304 | 2 IN X 1.5 IN | API 610,PUMP|STAINLESS_STEEL|SS_304|2_IN_X_15_IN|API_610,PUMP,,,STAINLESS STEEL,SS 304,,2 IN X 1.5 IN,,,,,,,,,API 610,API 610,,,,,,KIRLOSKAR,KIR-GP-2INX1.5IN-09,SET,True,9,FAMILY_CANONICAL; GRADE_FORMAT_SS304; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_UPPERCASE,True
